Carl Larsson,Art Nouveau (Modern),Lisbeth fishing,80265.jpg
Karl Bodmer,Romanticism,"Idols of the Mandan Indians, plate 25 from volume 2 of `Travels in the Interior of North America'",70111.jpg
Koloman Moser,Art Nouveau (Modern),Young woman with hat,39349.jpg
James Tissot,Realism,Boarding the Yacht,19749.jpg
Karl Bodmer,Romanticism,"Offering of the Mandan Indians, plate 14 from Volume 1 of 'Travels in the Interior of North America'",82629.jpg
Karl Bodmer,Romanticism,"Crow Indians, plate 13 from volume 1 of `Travels in the Interior of North America'",50266.jpg
Koloman Moser,Symbolism,Study of clouds,60166.jpg
Alfred Sisley,Impressionism,Under the bridge at Hampton Court,98622.jpg
Franz Stuck,Symbolism,Grand Duke Ernst Ludwig,44149.jpg
Koloman Moser,Art Nouveau (Modern),"Draft drawings for the breakfast room of the apartment Eisler Terramare, ladies desk chair with retractable",102149.jpg
Koloman Moser,Art Nouveau (Modern),"Church Am Steinhof, drawing of the angel in the left side window",83543.jpg
Odilon Redon,Symbolism,"Flower of the swamp, a head human and sad",25287.jpg
Jan Steen,Baroque,A Village Wedding Feast with Revellers and a dancing Party,52880.jpg
Jean Cocteau,Expressionism,Les Lézards ,76556.jpg
Jean-Francois Millet,Realism,Spring (Daphnis and Chloë),1534.jpg
Diego Velazquez,Baroque,Philip IV of Spain in Brown and Silver,91707.jpg
James Tissot,Realism,Beating the Retreat in the Tuileries Gardens,40152.jpg
Vasily Vereshchagin,Realism,The Apotheosis of War,88038.jpg
Luc-Olivier Merson,Romanticism,Danse de fiançailles detail,84112.jpg
Rudolf von Alt,Romanticism,The Bay of Cattaro in Dalmatia,97158.jpg
Mstislav Dobuzhinsky,Symbolism,Farm in New England,98002.jpg
Alfred Sisley,Impressionism,The Road to Louveciennes Montbuisson,46324.jpg
Mstislav Dobuzhinsky,Expressionism,"Rue de la Tombe-Issoire, Paris",76947.jpg
Theophile Steinlen,Art Nouveau (Modern),Mothu et Doria Maitres de l'Affiche ,32967.jpg
Gustav Klimt,Symbolism,Portrait of Hermine Gallia,27826.jpg
Rudolf von Alt,Romanticism,Mortuary in a palace,16621.jpg
John Constable,Romanticism,The Opening of Waterloo Bridge seen from Whitehall Stairs,100300.jpg
Ferdinand Hodler,Realism,The bull,2807.jpg
Karl Bodmer,Romanticism,"Washinga Saba's grave on Blackbirds hill, plate 12 from Volume 2 of 'Travels in the Interior of North America'",47410.jpg
Rudolf von Alt,Romanticism,Castellammare on the Gulf of Naples,46637.jpg
Esaias van de Velde,Baroque,Winter. State 3.,82695.jpg
Konstantinos Volanakis,Realism,The fisherman's home on the beach,31283.jpg
Esaias van de Velde,Baroque,Spring,20699.jpg
James Tissot,Realism,At the Rifle Range,55651.jpg
Taras Shevchenko,Romanticism,Kateryna,72004.jpg
Arthur Hughes,Romanticism,Home from the Sea,4519.jpg
Bernardo Bellotto,Rococo,"The imperial summer residence, courtyard",31596.jpg
Jan Sluyters,Post-Impressionism,Houses in the snow print,60641.jpg
Koloman Moser,Art Nouveau (Modern),Portrait of a Woman in Profile,92461.jpg
Henri de Toulouse-Lautrec,Art Nouveau (Modern),Reine de Joie,55897.jpg
Esaias van de Velde,Baroque,Summer,63752.jpg
Ferdinand Hodler,Art Nouveau (Modern),The wounded standard bearer Hans Baer,28838.jpg
John William Waterhouse,Romanticism,Saint Cecilia,59656.jpg
Ferdinand Hodler,Symbolism,Standing warrior,73974.jpg
Thomas Gainsborough,Rococo,"John Montagu,  4th Earl of Sandwich",41490.jpg
Christopher Wood,Post-Impressionism,Constant Lambert ,79303.jpg
Ivan Bilibin,Art Nouveau (Modern),"Illustration for the Tale of Prince Ivan, The Firebird and the Grey Wolf",93259.jpg
Ivan Bilibin,Art Nouveau (Modern),"Illustration for the Russian Fairy Story ""Feather Of Finist Falcon""",36741.jpg
Ivan Bilibin,Art Nouveau (Modern),"Illustration for the Russian Fairy Story ""Feather Of Finist Falcon""",90528.jpg
Ivan Bilibin,Art Nouveau (Modern),"Illustration for the Russian Fairy Story ""Feather Of Finist Falcon""",6821.jpg
Ivan Bilibin,Art Nouveau (Modern),"Illustration for the Russian Fairy Story ""Feather Of Finist Falcon""",19865.jpg
Ivan Bilibin,Art Nouveau (Modern),Illustration for the poem 'The Tale of the Golden Cockerel' by Alexander Pushkin ,11195.jpg
Ivan Bilibin,Art Nouveau (Modern),"Illustration for the fairy tale ""Vasilisa the Beautiful""",16725.jpg
Ivan Bilibin,Art Nouveau (Modern),"Illustration for the Russian Fairy Story ""Maria Morevna""",12999.jpg
Ivan Bilibin,Art Nouveau (Modern),"Illustration for the Russian Fairy Story ""Maria Morevna""",47115.jpg
Ivan Bilibin,Art Nouveau (Modern),"Illustration for the Tale of Prince Ivan, The Firebird and the Grey Wolf",21931.jpg
Ivan Bilibin,Art Nouveau (Modern),"Illustration for the fairy tale ""Vasilisa the Beautiful""",34053.jpg
Ivan Bilibin,Art Nouveau (Modern),"Illustration for the fairy tale ""Vasilisa the Beautiful""",32899.jpg
Ivan Bilibin,Art Nouveau (Modern),"Illustration for the Tale of Prince Ivan, The Firebird and the Grey Wolf",83949.jpg
Ivan Bilibin,Art Nouveau (Modern),"Illustration for the Russian Fairy Story ""Maria Morevna""",88641.jpg
Ivan Bilibin,Art Nouveau (Modern),"Illustration for the fairy tale ""Vasilisa the Beautiful""",54359.jpg
Ivan Bilibin,Art Nouveau (Modern),"Illustration for the Russian Fairy Story ""Maria Morevna""",81691.jpg
Ivan Bilibin,Art Nouveau (Modern),"Illustration for the Tale of Prince Ivan, The Firebird and the Grey Wolf",50050.jpg
Ivan Bilibin,Art Nouveau (Modern),"Illustration for the fairy tale ""Vasilisa the Beautiful""",59772.jpg
Ivan Bilibin,Art Nouveau (Modern),"Illustration for the Russian Fairy Story ""Maria Morevna""",33627.jpg
Ferdinand Hodler,Symbolism,Warrior figures from the rear and front,80175.jpg
Henri de Toulouse-Lautrec,Post-Impressionism,Booth of La Goulue at the Foire du Trone (Dance at the Moulin Rouge),3707.jpg
James Tissot,Realism,By the Thames at Richmond,101178.jpg
William Turner,Romanticism,The Burning of the Houses of Parliament,95078.jpg
Gustav Klimt,Realism,Portrait of Marie Breunig,102518.jpg
Ferdinand Georg Waldmüller,Romanticism,Traunsee with Orth-castle,8320.jpg
William Turner,Romanticism,"The ""Fighting Temeraire"" Tugged to her Last Berth to be Broken up",62893.jpg
Nicolae Grigorescu,Realism,Dorobanțul,74814.jpg
Johannes Vermeer,Baroque,The Concert,102765.jpg
Gustave Moreau,Symbolism,The Education of Achilles,24609.jpg
Koloman Moser,Art Nouveau (Modern),Poster of the Beethoven sonatas evening,85118.jpg
Paul Cezanne,Post-Impressionism,The Sailor,2165.jpg
William Turner,Romanticism,"Rain Steam and Speed, The Great Western Railway",31790.jpg
Rudolf von Alt,Romanticism,The Castle of San Lorenzo in Ragusa,77838.jpg
Esaias van de Velde,Baroque,Autumn,51359.jpg
Paul Cezanne,Romanticism,Paul Alexis Reading at Zola's House,30259.jpg
Frans Hals,Baroque,"Portrait of a woman, known as The Gipsy girl",1401.jpg
Ferdinand Hodler,Art Nouveau (Modern),Two swearing,1244.jpg
Giovanni Domenico Tiepolo,Rococo,Greyhound,6490.jpg
Paula Modersohn-Becker,Expressionism,Portrait of a young woman with red hat,46104.jpg
Ferdinand Hodler,Art Nouveau (Modern),Self portrait,62283.jpg
Caspar David Friedrich,Romanticism,Winter landscape,64191.jpg
John Singer Sargent,Realism,Gassed,14128.jpg
Paul Cezanne,Post-Impressionism,Four Bathers,46247.jpg
William Blake,Symbolism,The Sun at His Eastern Gate,77592.jpg
Johannes Vermeer,Baroque,Mistress and Maid (Lady with Her Maidservant Holding a Letter ),98506.jpg
Henri de Toulouse-Lautrec,Art Nouveau (Modern),Moulin Rouge La Goulue,89358.jpg
Koloman Moser,Art Nouveau (Modern),Daghestan rug design bubbles for Backhausen,60987.jpg
Frans Snyders,Baroque,Sable of the Fox and the Heron,14450.jpg
Jean-Francois Millet,Realism,In the Auvergne,75659.jpg
Peter Paul Rubens,Baroque,Alexander and Roxana,80713.jpg
Theophile Steinlen,Realism,Woman doing nails,14749.jpg
Vasily Surikov,Realism,Morning of the Strelets’ Execution,50325.jpg
William Hogarth,Baroque,"Simon Fraser, 11th Baron Lovat",377.jpg
Ferdinand Hodler,Art Nouveau (Modern),Self portrait,9089.jpg
Frans Snyders,Baroque,Dogs fighting,99398.jpg
Konstantinos Volanakis,Realism,Sunset over the bay,3238.jpg
Johannes Vermeer,Baroque,Girl interrupted at her music ,81461.jpg
Henri de Toulouse-Lautrec,Post-Impressionism,Woman brothel,89801.jpg
Giovanni Paolo Panini,Baroque,Gallery of Views of Modern Rome,69532.jpg
Paul Cezanne,Post-Impressionism,Bathers,63504.jpg
Karl Bodmer,Romanticism,"Mexkemahuastan, Chief of the Gros-Ventres of the Prairies, plate 20 from Volume 1 of 'Travels in the Interior of North America'",7432.jpg
Ivan Bilibin,Art Nouveau (Modern),The Prince and the Frog,25623.jpg
Ivan Bilibin,Art Nouveau (Modern),"Illustration for the Russian Fairy Story ""Sister Alyonushka and brother Ivanushka""",57863.jpg
Ivan Bilibin,Art Nouveau (Modern),"Illustration for the Russian Fairy Story ""Sister Alyonushka and brother Ivanushka""",92718.jpg
Ivan Bilibin,Art Nouveau (Modern),"Illustration for the Russian Fairy Story ""White duck""",67366.jpg
Ivan Bilibin,Art Nouveau (Modern),"Illustration for the Russian Fairy Story ""The Frog Princess""",1666.jpg
Francesco Hayez,Romanticism,Destruction of the Temple of Jerusalem ,95763.jpg
Vincent van Gogh,Post-Impressionism,Entrance to the Moulin de la Galette,75309.jpg
John Roddam Spencer Stanhope,Romanticism,Robin of Modern Times,95347.jpg
Paula Modersohn-Becker,Expressionism,Nude girl standing,8828.jpg
Claude Monet,Impressionism,Haystack at Giverny,52023.jpg
Edward Burne-Jones,Romanticism,The Merciful Knight,54454.jpg
Saturnino Herran,Art Nouveau (Modern),La criolla del mantón,30943.jpg
Annibale Carracci,Baroque,The Beaneater,46546.jpg
Orest Kiprensky,Romanticism,E. Komarovsky,87071.jpg
Gustav Klimt,Symbolism,Orchard,80095.jpg
Pieter de Hooch,Baroque,Tric Trac Spieler,24232.jpg
Thomas Eakins,Realism,Sketch for In Grandmother's Time ,71531.jpg
William Blake,Symbolism,Night Startled by the Lark,100831.jpg
Louise Elisabeth Vigee Le Brun,Rococo,Self-portrait,77716.jpg
Ivan Shishkin,Realism,The Field of Wheat ,39817.jpg
John Singer Sargent,Realism,"Frederick Sleigh Roberts, 1st Earl Roberts",85520.jpg
Karl Bodmer,Romanticism,"Pachtuwa-Chta, an Arrikkara Warrior, plate 27 from Volume 1 of 'Travels in the Interior of North America'",4742.jpg
Karl Bodmer,Romanticism,"Ptihn-Tak-Ochata, Dance of the Mandan Women, plate 28 from Volume 1 of 'Travels in the Interior of North America'",10331.jpg
Vincent van Gogh,Post-Impressionism,Self-Portrait with Dark Felt Hat at the Easel,21520.jpg
Frans Hals,Baroque,Marriage Portrait of Isaac Massa and Beatrix van der Laen,64399.jpg
Gustav Klimt,Art Nouveau (Modern),Farm Garden with Crucifix,14184.jpg
Gustav Klimt,Art Nouveau (Modern),Flower Garden,46862.jpg
Pieter de Hooch,Baroque,Woman hands over money to her servant,10585.jpg
Ivan Bilibin,Art Nouveau (Modern),"Illustration for the Russian Fairy Story ""Feather Of Finist Falcon""",69949.jpg
Ivan Bilibin,Art Nouveau (Modern),"Illustration for the Tale of Prince Ivan, The Firebird and the Grey Wolf",52646.jpg
Ivan Bilibin,Art Nouveau (Modern),"Illustration for the Russian Fairy Story ""The Frog Princess""",80589.jpg
Ivan Bilibin,Art Nouveau (Modern),"Illustration for the Tale of Prince Ivan, The Firebird and the Grey Wolf",101420.jpg
Ivan Bilibin,Art Nouveau (Modern),"Illustration for the Russian Fairy Story ""Sister Alyonushka and brother Ivanushka""",89588.jpg
Ivan Bilibin,Art Nouveau (Modern),"Illustration for the Russian Fairy Story ""The Frog Princess""",47535.jpg
Ivan Bilibin,Art Nouveau (Modern),"Illustration for the Russian Fairy Story ""Maria Morevna""",86207.jpg
Ivan Bilibin,Art Nouveau (Modern),"Illustration for the Russian Fairy Story ""White duck""",99848.jpg
Ivan Bilibin,Art Nouveau (Modern),"Illustration for the Russian Fairy Story ""White duck""",36089.jpg
Ivan Bilibin,Art Nouveau (Modern),"Illustration for the fairy tale ""Vasilisa the Beautiful""",24657.jpg
Ivan Bilibin,Art Nouveau (Modern),"Illustration for the fairy tale ""Vasilisa the Beautiful""",50350.jpg
Ivan Bilibin,Art Nouveau (Modern),"Illustration for the Russian Fairy Story ""The Frog Princess""",80639.jpg
Childe Hassam,Impressionism,Spring on West 78th Street,21276.jpg
Henri de Toulouse-Lautrec,Art Nouveau (Modern),Jane Avril Dancing,62756.jpg
John Bauer,Art Nouveau (Modern),Freja ,2089.jpg
Felix Vallotton ,Realism,Martello tower in Guernsey,5429.jpg
Mstislav Dobuzhinsky,Symbolism,A Street Scene from Riga,59311.jpg
Paula Modersohn-Becker,Expressionism,Self portrait,7710.jpg
Thomas Gainsborough,Rococo,"Charles Howard, 11th Duke of Norfolk",51929.jpg
Mstislav Dobuzhinsky,Symbolism,"Interior. Newport, Rhode Island.",80058.jpg
Theophile Steinlen,Art Nouveau (Modern),Cats,3205.jpg
Paula Modersohn-Becker,Expressionism,Old Woman with handkerchief,83168.jpg
Caspar David Friedrich,Romanticism,"Study of heads, figures, and foliage",33192.jpg
Odilon Redon,Impressionism,Breton harbour,48925.jpg
Henri de Toulouse-Lautrec,Post-Impressionism,Messaline (between two extras),51197.jpg
Georges Braque,Expressionism,Balustre et Crane ,92685.jpg
Ferdinand Hodler,Art Nouveau (Modern),Unity,68372.jpg
Sir Lawrence Alma-Tadema,Romanticism,A Silent Greeting,98496.jpg
Ferdinand Hodler,Art Nouveau (Modern),Swearing to the right,24054.jpg
Antoine Watteau,Rococo,L'Enseigne de Gersaint,42525.jpg
Sven Jonson,Surrealism,The blue hat,27014.jpg
Gustav Klimt,Art Nouveau (Modern),The dancer,4153.jpg
Arthur Beecher Carles,Post-Impressionism,"Summer Evening, France",99737.jpg
Ferdinand Georg Waldmüller,Romanticism,Wienerwald landscape with Wildegg castle,14968.jpg
Giovanni Domenico Tiepolo,Rococo,Chinese prince in fortune tellers,4204.jpg
Jean-Francois Millet,Realism,Narcissi and Violets,40246.jpg
James Tissot,Realism,Colonel Frederick Gustavus Barnaby,59451.jpg
Pieter de Hooch,Baroque,Interior with a Mother delousing her Child,26562.jpg
Eugene Delacroix,Romanticism,Hesiod and the Muse,94284.jpg
Thomas Eakins,Realism,Delaware River Scene ,17485.jpg
Camille Corot,Realism,"Passiance, in Saint Avit",82619.jpg
James Tissot,Realism,Reading the News,73331.jpg
Giovanni Battista Tiepolo,Rococo,Angelica and Medorus accompanied by two peasants,14066.jpg
Giovanni Domenico Tiepolo,Rococo,Rest of the farmers,40099.jpg
Giovanni Domenico Tiepolo,Rococo,"The Mandarin's Walk, from the Chinese Room in the Foresteria",53277.jpg
Eugene Delacroix,Romanticism,Frederic Chopin ,14673.jpg
Giovanni Domenico Tiepolo,Rococo,"The Textile Merchant, from the Chinese Room in the Foresteria",27787.jpg
Ferdinand Hodler,Art Nouveau (Modern),Dying Warrior,89577.jpg
Konstantinos Volanakis,Realism,Moonlit harbour of Volos,62024.jpg
Edgar Degas,Impressionism,The Ballet Class,99133.jpg
August Macke,Expressionism,Self-Portrait with Hat,94129.jpg
Edgar Degas,Impressionism,Portrait after a Costume Ball (Portrait of Madame Dietz Monnin),52238.jpg
David Wilkie,Romanticism, Self-Portrait,72449.jpg
Esaias van de Velde,Baroque,The meeting between Alexander the Great with the family of Darius III. After the defeat at the Battle of Issus.,101370.jpg
Koloman Moser,Art Nouveau (Modern),Iris. Illustration to a poem by Arno Holz.,43341.jpg
Gustav Klimt,Symbolism,Portrait of Gertha Felssovanyi,40252.jpg
Koloman Moser,Art Nouveau (Modern),Fabric design with trout dance for Backhausen,58880.jpg
Dante Gabriel Rossetti,Romanticism,Elizabeth Siddal Seated at an Easel,56587.jpg
"White Frost, Sunrise",Impressionism,Haystacks,28824.jpg
Pietro Longhi,Rococo,A Shepherd Boy,76969.jpg
Henri de Toulouse-Lautrec,Post-Impressionism,Jane Avril leaving the Moulin Rouge,39573.jpg
Paula Modersohn-Becker,Expressionism,The Good Samaritan,75180.jpg
Karl Bodmer,Romanticism,"Punka Indians Encamped on the Banks of the Missouri, plate 11 from volume 1 of `Travels in the Interior of North America'",26233.jpg
Paula Modersohn-Becker,Expressionism,Peasant child with pink apron,31728.jpg
Paul Cezanne,Impressionism,The Temptation of St. Anthony,90572.jpg
Eugène Grasset,Art Nouveau (Modern),Spring ,94579.jpg
Camille Corot,Realism,The Rocky Stream,76860.jpg
Paul Cezanne,Post-Impressionism,"Compotier, Glass and Apples ",35082.jpg
Jusepe de Ribera,Baroque,The Duel of Women (The Duel of Isabella de Carazzi and Diambra de Pettinella),68333.jpg
Koloman Moser,Art Nouveau (Modern),"Holy Spirit Church in Düsseldorf, design for the left side wall",49643.jpg
Paul Cezanne,Impressionism,Portrait of Madame Cezanne ,80463.jpg
Gustav Klimt,Art Nouveau (Modern),Draft of a theater curtain,98867.jpg
Paula Modersohn-Becker,Expressionism,Peat digging,87923.jpg
Paula Modersohn-Becker,Expressionism,Portrait of Rainer Maria Rilke,68838.jpg
Francisco Goya,Romanticism,The sleep of reason produces monsters,92952.jpg
Paul Cezanne,Impressionism,Portrait of Victor Chocquet ,26042.jpg
William Blake,Symbolism,The Goblin,18404.jpg
Paul Cezanne,Impressionism,The pond of the Jas de Bouffan ,20090.jpg
Paul Cezanne,Romanticism,The Murder,1431.jpg
Adriaen van Ostade,Baroque,The Painter in His Workshop,50768.jpg
Anders Zorn,Impressionism,Omnibus,100236.jpg
Paul Cezanne,Post-Impressionism,Self-portrait in front of olive wallpaper,84011.jpg
William Blake,Symbolism,The Wandering Moon,43296.jpg
William Blake,Symbolism,The Spirit of Plato,40975.jpg
Carl Larsson,Art Nouveau (Modern),Cosy Corner,101455.jpg
William Hogarth,Baroque,The Company of Undertakers,29580.jpg
Paul Cezanne,Post-Impressionism,Self-Portrait,64864.jpg
William Blake,Symbolism,The Sun in His Wrath,30152.jpg
Odilon Redon,Symbolism,Anthony: What Is the Point of All This? The Devil: There Is No Point! (plate 18),89927.jpg
Paul Cezanne,Impressionism,Bathers,16692.jpg
Serge Sudeikin,Expressionism,Fixing her Hair (Ruby Elzy in “Porgy and Bess”1935),87724.jpg
Johan Hendrik Weissenbruch,Realism,View from Dekkersduin,2764.jpg
James Tissot,Symbolism,"Crucifixion, seen from the Cross ",32885.jpg
Paula Modersohn-Becker,Expressionism,Self portrait,97071.jpg
Ferdinand Hodler,Symbolism,Lake Geneva with Mont Blanc in the morning light,99526.jpg
Max Slevogt,Impressionism,The Nile at Aswan,86549.jpg
Pietro Longhi,Rococo,The furlana (Venetian dance),99141.jpg
James Tissot,Impressionism,Portrait of an Actress in Eighteenth Century Dress,20440.jpg
Irma Stern,Post-Impressionism,"Still Life with Leaves, Fruit and Flowers",69147.jpg
William Holman Hunt,Romanticism,Portrait of Dante Gabriel Rossetti ,5199.jpg
Koloman Moser,Art Nouveau (Modern),Danube waves,23540.jpg
Paul Cezanne,Post-Impressionism,Young Girl with a Doll,75994.jpg
Paul Cezanne,Romanticism,Rock in the Forest of Fontainbleau,81256.jpg
Odilon Redon,Realism,The Turquoise Vase,2009.jpg
August Macke,Expressionism,Russisches Ballett (I),44772.jpg
Pietro Longhi,Rococo,The Hunters Drawing Numbers ,96759.jpg
Gustav Klimt,Art Nouveau (Modern),The Beethoven Frieze: The Hostile Powers. Far Wall,50374.jpg
Pietro Longhi,Rococo,The Sagredo Family,88409.jpg
Pietro Longhi,Rococo,Hunters Shooting at Ducks,22684.jpg
Henri de Toulouse-Lautrec,Post-Impressionism,At the Cafe The Customer and the Anemic Cashier,71951.jpg
Odilon Redon,Symbolism,Muse on Pegasus,28898.jpg
Henri de Toulouse-Lautrec,Art Nouveau (Modern),Yvette Guilbert,35275.jpg
Theophile Steinlen,Realism,L'Orphelinat des Arts,65355.jpg
